Row ID	Order ID	Order Date	Order Priority	Order Quantity	Sales	Discount	Ship Mode	Profit	Unit Price	Shipping Cost	First Name	Last Name	Region	Customer Segment	Product Category	Product Sub-Category	Product Name	Product Container	Product Base Margin	Ship Date	BirthDate
442	2978	~40665%	Critical	05/02/1900	5410.95	0.09	Regular Air	2077.91	162.93	19.99	Alan	Schoenberger	Yukon	Corporate	Office Supplies	Envelopes	Multimedia Mailers	Small Box	0.39	04/05/2011	09/10/1968
444	3008	~40854%	Medium	10/02/1900	6831.72	0.01	Regular Air	3081.02	162.93	19.99	Charles	Crestani	Yukon	Consumer	Office Supplies	Envelopes	Multimedia Mailers	Small Box	0.39	08/11/2011	16/09/1968
448	3042	~40137%	Medium	26/01/1900	103.87	0.1	Regular Air	15.42	4.26	1.2	Christy	Brittain	Yukon	Consumer	Office Supplies	Pens & Art Supplies	Dixon Prang® Watercolor Pencils, 10-Color Set with Brush	Wrap Bag	0.44	21/11/2009	12/05/1968
453	3078	~40220%	High	12/01/1900	33.86	0.05	Regular Air	0.35	2.88	0.7	Paul	Lucas	Yukon	Corporate	Office Supplies	Pens & Art Supplies	Newell 340	Wrap Bag	0.56	12/02/2010	15/09/1968
467	3175	~40008%	Low	23/01/1900	3553.62	0.07	Regular Air	521.69	165.2	19.99	Bradley	Drucker	Yukon	Small Business	Office Supplies	Storage & Organization	Economy Rollaway Files	Small Box	0.59	16/07/2009	10/06/1927
477	3300	~40738%	Low	06/01/1900	92.02	0.1	Regular Air	-47.36	15.98	4	Bryan	Spruell	Yukon	Home Office	Technology	Computer Peripherals	Logitech Access Keyboard	Small Box	0.37	19/07/2011	04/02/1968
478	3328	~41231%	Low	12/01/1900	1736.41	0.1	Delivery Truck	-762.44	146.05	80.2	Adam	Hart	Yukon	Corporate	Furniture	Tables	BPI Conference Tables	Jumbo Box	0.71	25/11/2012	02/08/1967
514	3525	~40898%	Not Specified	07/02/1900	115.43	0	Regular Air	11.41	2.78	1.34	Bryan	Spruell	Yukon	Home Office	Office Supplies	Pens & Art Supplies	Prang Drawing Pencil Set	Wrap Bag	0.45	23/12/2011	06/07/1967
515	3526	~40617%	Low	20/01/1900	246.06	0.08	Regular Air	20.67	12.07	6.2	Tom	Prescott	Yukon	Small Business	Furniture	Office Furnishings	Eldon® 500 Class™ Desk Accessories	Wrap Bag	0.52	17/03/2011	18/03/1972
532	3621	~40303%	Medium	14/01/1900	83.87	0.06	Regular Air	-28.83	5.58	5.3	Eric	Barreto	Yukon	Small Business	Office Supplies	Envelopes	Staples Brown Kraft Recycled Clasp Envelopes	Small Box	0.35	06/05/2010	21/02/1967
536	3649	~39999%	Low	08/01/1900	79.42	0.01	Regular Air	-15.46	8.88	6.28	Brad	Thomas	Yukon	Home Office	Office Supplies	Binders and Binder Accessories	GBC Instant Index™ System for Binding Systems	Small Box	0.35	10/07/2009	13/06/1967
537	3649	~39999%	Low	26/01/1900	75.6	0.06	Regular Air	17.14	2.88	0.99	Brad	Thomas	Yukon	Home Office	Office Supplies	Labels	Avery 514	Small Box	0.36	14/07/2009	27/06/1978
541	3654	~41062%	Low	10/02/1900	95.73	0	Regular Air	-151.15	2.08	5.33	Karl	Brown	Yukon	Corporate	Furniture	Office Furnishings	Eldon® Wave Desk Accessories	Small Box	0.43	07/06/2012	09/09/1978
565	3814	~40595%	Low	12/02/1900	1225.41	0.04	Express Air	-138.02	28.28	13.99	Thomas	Thornton	Yukon	Consumer	Office Supplies	Storage & Organization	Eldon Portable Mobile Manager	Medium Box	0.58	27/02/2011	13/06/1976
578	3911	~40618%	Not Specified	24/01/1900	370.72	0.1	Regular Air	-156.76	15.7	11.25	Bobby	Elias	Yukon	Small Business	Office Supplies	Storage & Organization	Hanging Personal Folder File	Small Box	0.6	16/03/2011	19/06/1976
607	4134	~40554%	Critical	17/02/1900	6403.39	0.01	Delivery Truck	-824.15	130.98	54.74	Anthony	Garverick	Yukon	Small Business	Furniture	Bookcases	O'Sullivan Elevations Bookcase, Cherry Finish	Jumbo Box	0.69	13/01/2011	25/03/1977
608	4134	~40554%	Critical	23/01/1900	757.91	0.02	Regular Air	-16.05	30.97	4	Anthony	Garverick	Yukon	Small Business	Technology	Computer Peripherals	Microsoft Multimedia Keyboard	Small Box	0.74	11/01/2011	25/07/1977
615	4230	~40971%	Critical	18/01/1900	409.16	0.05	Regular Air	21.96	22.72	8.99	Tamara	Willingham	Yukon	Corporate	Furniture	Office Furnishings	Executive Impressions 14" Two-Color Numerals Wall Clock	Small Pack	0.44	04/03/2012	19/10/1977
616	4230	~40971%	Critical	15/02/1900	2508.316	0.07	Express Air	456.81	65.99	8.99	Tamara	Willingham	Yukon	Corporate	Technology	Telephones and Communication	5180	Small Box	0.56	05/03/2012	07/11/1976
624	4324	~40740%	Critical	28/01/1900	1165.33	0.04	Regular Air	154.85	40.97	8.99	Dan	Campbell	Yukon	Small Business	Office Supplies	Pens & Art Supplies	Sanford 52201 APSCO Electric Pencil Sharpener	Small Pack	0.59	18/07/2011	05/06/1976
651	4581	~41155%	Not Specified	25/01/1900	2325.42	0.02	Regular Air	739.91	90.48	19.99	Thea	Hendricks	Yukon	Home Office	Office Supplies	Envelopes	Tyvek® Side-Opening Peel & Seel® Expanding Envelopes	Small Box	0.4	05/09/2012	04/02/1976
674	4706	~41271%	Not Specified	30/01/1900	2116.7	0.02	Regular Air	488.82	67.28	19.99	Bradley	Drucker	Yukon	Small Business	Office Supplies	Binders and Binder Accessories	Catalog Binders with Expanding Posts	Small Box	0.4	30/12/2012	22/03/1976
677	4738	~41006%	High	02/01/1900	10.39	0.02	Regular Air	-7.97	4.71	0.7	David	Kendrick	Yukon	Home Office	Office Supplies	Rubber Bands	Plymouth Boxed Rubber Bands by Plymouth	Wrap Bag	0.8	08/04/2012	04/10/1976
683	4771	~41256%	Critical	04/01/1900	135.928	0.04	Delivery Truck	-126.47	31.76	45.51	Christy	Brittain	Yukon	Consumer	Furniture	Tables	Hon iLevel™ Computer Training Table	Jumbo Box	0.65	15/12/2012	02/02/1976
691	4804	~40935%	High	13/01/1900	463.83	0	Regular Air	103.26	33.98	1.99	Kean	Thornton	Yukon	Corporate	Technology	Computer Peripherals	Imation Neon 80 Minute CD-R Spindle, 50/Pack	Small Pack	0.45	28/01/2012	07/04/1976
696	4870	~40030%	Medium	13/02/1900	17248.09	0.08	Delivery Truck	2048.63	400.98	42.52	Luke	Foster	Yukon	Corporate	Furniture	Tables	Bretford CR8500 Series Meeting Room Furniture	Jumbo Box	0.71	06/08/2009	07/12/1920
702	4931	~40133%	Critical	22/01/1900	168.31	0.1	Regular Air	46.49	8.17	1.69	Giulietta	Dortch	Yukon	Corporate	Office Supplies	Paper	Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper	Wrap Bag	0.38	16/11/2009	15/03/1975
703	4931	~40133%	Critical	14/02/1900	4282.725	0.03	Regular Air	1371.74	110.99	2.5	Giulietta	Dortch	Yukon	Corporate	Technology	Telephones and Communication	T18	Small Box	0.57	18/11/2009	16/04/1975
716	5094	~40265%	Not Specified	02/01/1900	79.58	0.06	Regular Air	-38.28	37.44	4.27	Mark	Haberlin	Yukon	Small Business	Office Supplies	Pens & Art Supplies	Sanford Prismacolor® Professional Thick Lead Art Pencils, 36-Color Set	Wrap Bag	0.46	30/03/2010	15/10/1975
721	5188	~40603%	Not Specified	24/01/1900	192.8	0.05	Regular Air	31	8.01	2.87	Bradley	Drucker	Yukon	Small Business	Office Supplies	Paper	TOPS Money Receipt Book, Consecutively Numbered in Red,	Wrap Bag	0.4	04/03/2011	11/09/1975
722	5189	~40507%	Low	12/01/1900	900.06	0.05	Regular Air	-221.12	73.98	14.52	Evan	Henry	Yukon	Corporate	Technology	Computer Peripherals	Keytronic French Keyboard	Small Box	0.65	02/12/2010	21/02/1975
753	5408	~41110%	Low	20/01/1900	88.82	0.01	Regular Air	38.35	4.13	0.5	Bobby	Elias	Yukon	Small Business	Office Supplies	Labels	Avery 506	Small Box	0.39	27/07/2012	27/04/1975
754	5408	~41110%	Low	11/01/1900	2392.23	0.04	Regular Air	1216.74	209.84	21.21	Bobby	Elias	Yukon	Small Business	Furniture	Office Furnishings	Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base	Large Box	0.59	29/07/2012	15/11/1975
763	5472	~40278%	Low	01/02/1900	216.08	0	Regular Air	-84.33	6.48	6.65	Karl	Brown	Yukon	Corporate	Office Supplies	Paper	Xerox 1966	Small Box	0.36	12/04/2010	17/04/1975
764	5472	~40278%	Low	27/01/1900	339.03	0.09	Regular Air	-24.44	13.48	4.51	Karl	Brown	Yukon	Corporate	Office Supplies	Storage & Organization	Tenex Personal Project File with Scoop Front Design, Black	Small Box	0.59	14/04/2010	19/08/1975
765	5472	~40278%	Low	12/01/1900	1098.149	0.09	Regular Air	-182.97	115.99	5.92	Karl	Brown	Yukon	Corporate	Technology	Telephones and Communication	8890	Small Box	0.58	12/04/2010	05/11/1974
799	5702	~40427%	Not Specified	20/01/1900	2039.39	0.01	Regular Air	199.73	99.99	19.99	Grant	Thornton	Yukon	Corporate	Technology	Computer Peripherals	US Robotics 56K V.92 External Faxmodem	Small Box	0.52	08/09/2010	25/02/1974
827	5958	~40801%	Medium	03/01/1900	2036.97	0.03	Regular Air	-2397.44	699.99	24.49	Giulietta	Dortch	Yukon	Small Business	Technology	Copiers and Fax	Canon PC1060 Personal Laser Copier	Large Box	0.41	17/09/2011	23/09/1974
828	5958	~40801%	Medium	21/01/1900	2629.664	0.09	Delivery Truck	27.74	159.31	60	Giulietta	Dortch	Yukon	Small Business	Furniture	Tables	Hon Non-Folding Utility Tables	Jumbo Drum	0.55	15/09/2011	09/10/1974
829	5984	~39981%	Low	06/02/1900	394.62	0.06	Regular Air	-31.39	10.89	4.5	Eric	Barreto	Yukon	Consumer	Office Supplies	Appliances	Belkin 6 Outlet Metallic Surge Strip	Small Box	0.59	22/06/2009	03/11/1979
830	5984	~39981%	Low	11/02/1900	464.64	0.03	Regular Air	14.48	10.64	5.16	Eric	Barreto	Yukon	Consumer	Furniture	Office Furnishings	Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry	Small Box	0.57	22/06/2009	02/05/1978
831	5984	~39981%	Low	11/01/1900	96.68	0.03	Regular Air	22.25	7.96	4.95	Eric	Barreto	Yukon	Consumer	Furniture	Office Furnishings	Staples Plastic Wall Frames	Small Box	0.41	19/06/2009	26/02/1978
836	5989	~40830%	Medium	06/01/1900	155.48	0.1	Regular Air	-6.64	25.98	5.37	Ellis	Ballard	Yukon	Corporate	Office Supplies	Appliances	3M Office Air Cleaner	Medium Box	0.5	16/10/2011	24/12/1979
837	5989	~40830%	Medium	21/01/1900	56.77	0.06	Regular Air	-3.2	2.78	1.34	Ellis	Ballard	Yukon	Corporate	Office Supplies	Pens & Art Supplies	Prang Drawing Pencil Set	Wrap Bag	0.45	15/10/2011	06/03/1933
838	5990	~40275%	Critical	09/01/1900	63.91	0.06	Regular Air	-27.78	6.48	6.35	Eric	Murdock	Yukon	Home Office	Office Supplies	Paper	Xerox 200	Small Box	0.37	08/04/2010	07/07/1970
846	6054	~40794%	Low	06/01/1900	27.32	0.05	Express Air	-5.87	2.08	5.33	Aleksandra	Gannaway	Yukon	Corporate	Furniture	Office Furnishings	Eldon® Wave Desk Accessories	Small Box	0.43	10/09/2011	04/08/1970
847	6054	~40794%	Low	12/02/1900	643.31	0.08	Express Air	-231.34	15.42	10.68	Aleksandra	Gannaway	Yukon	Corporate	Office Supplies	Storage & Organization	Decoflex Hanging Personal Folder File, Blue	Small Box	0.58	13/09/2011	04/07/1958
909	6531	~40376%	High	11/02/1900	188.23	0.05	Regular Air	-145.1	4.37	5.15	Jill	Fjeld	Yukon	Home Office	Office Supplies	Appliances	Eureka Sanitaire ® Multi-Pro Heavy-Duty Upright, Disposable Bags	Small Box	0.59	19/07/2010	20/09/1958
910	6531	~40376%	High	28/01/1900	541.95	0.06	Regular Air	143.04	19.84	4.1	Jill	Fjeld	Yukon	Home Office	Office Supplies	Pens & Art Supplies	Prismacolor Color Pencil Set	Wrap Bag	0.44	19/07/2010	17/02/1959
915	6564	~40564%	Low	26/01/1900	448.23	0.01	Regular Air	110.6	15.98	4	Anne	McFarland	Yukon	Consumer	Technology	Computer Peripherals	Logitech Access Keyboard	Small Box	0.37	21/01/2011	22/04/1959
916	6566	~40684%	Critical	21/01/1900	748.83	0.01	Regular Air	250.01	33.98	1.99	Kean	Thornton	Yukon	Corporate	Technology	Computer Peripherals	Imation Neon 80 Minute CD-R Spindle, 50/Pack	Small Pack	0.45	21/05/2011	16/04/1959
925	6693	~41053%	Critical	16/01/1900	40.85	0.09	Regular Air	6.46	2.62	0.8	Astrea	Jones	Yukon	Corporate	Office Supplies	Rubber Bands	Staples Metal Binder Clips	Wrap Bag	0.39	26/05/2012	11/08/1959
931	6753	~40447%	Low	07/01/1900	53.14	0.04	Regular Air	14.57	6.64	4.95	Robert	Barroso	Yukon	Small Business	Furniture	Office Furnishings	G.E. Longer-Life Indoor Recessed Floodlight Bulbs	Small Pack	0.37	28/09/2010	12/10/1959
937	6788	~40759%	Not Specified	10/02/1900	127.84	0.02	Express Air	12.69	2.94	0.96	Bobby	Elias	Yukon	Small Business	Office Supplies	Pens & Art Supplies	Newell 343	Wrap Bag	0.58	06/08/2011	28/08/1960
938	6788	~40759%	Not Specified	06/01/1900	11.15	0.07	Regular Air	-2.62	1.81	0.75	Bobby	Elias	Yukon	Small Business	Office Supplies	Rubber Bands	Assorted Color Push Pins	Wrap Bag	0.52	05/08/2011	10/10/1960
949	6880	~39958%	Medium	05/01/1900	235.49	0.06	Regular Air	21.78	47.9	5.86	Peter	Buhler	Yukon	Consumer	Office Supplies	Paper	Xerox 1938	Small Box	0.37	27/05/2009	11/09/1960
954	6886	~40927%	High	15/02/1900	8177.07	0.08	Regular Air	2385.3	178.47	19.99	Maureen	Gastineau	Yukon	Consumer	Office Supplies	Storage & Organization	Hot File® 7-Pocket, Floor Stand	Small Box	0.55	20/01/2012	
969	7042	~40916%	Medium	04/01/1900	1187.864	0.07	Delivery Truck	-347.16	376.13	85.63	Dean	Katz	Yukon	Home Office	Furniture	Tables	Bretford Rectangular Conference Table Tops	Jumbo Box	0.74	10/01/2012	26/10/1960
970	7043	~39838%	Critical	04/01/1900	11.08	0.06	Regular Air	-8.93	1.74	4.08	Giulietta	Dortch	Yukon	Corporate	Furniture	Office Furnishings	Eldon Regeneration Recycled Desk Accessories, Smoke	Small Pack	0.53	26/01/2009	06/05/1960
996	7174	~40978%	Not Specified	10/01/1900	141.92	0.06	Regular Air	12.2	13.73	8.99	Thomas	Thornton	Yukon	Consumer	Furniture	Office Furnishings	DAX Wood Document Frame	Small Pack	0.49	12/03/2012	20/12/1961
1023	7458	~41003%	Critical	09/01/1900	337.34	0.06	Regular Air	-69.84	39.48	1.99	Karen	Carlisle	Yukon	Corporate	Technology	Computer Peripherals	80 Minute CD-R Spindle, 100/Pack - Staples	Small Pack	0.54	06/04/2012	26/04/1961
1056	7812	~40653%	Low	17/01/1900	475.9	0.04	Regular Air	-5.18	27.42	19.46	Karl	Brown	Yukon	Corporate	Furniture	Office Furnishings	Howard Miller Distant Time Traveler Alarm Clock	Small Box	0.44	27/04/2011	03/06/1961
1057	7812	~40653%	Low	12/01/1900	3635.63	0.09	Delivery Truck	104.48	320.64	29.2	Karl	Brown	Yukon	Corporate	Furniture	Tables	Chromcraft 48" x 96" Racetrack Double Pedestal Table	Jumbo Box	0.66	22/04/2011	24/08/1962
1059	7840	~40551%	Low	03/02/1900	157.56	0.1	Regular Air	-139.35	4.89	4.93	Peter	Buhler	Yukon	Consumer	Technology	Computer Peripherals	Maxell 3.5" DS/HD IBM-Formatted Diskettes, 10/Pack	Small Pack	0.66	12/01/2011	24/04/1962
1081	7938	~40250%	Medium	16/01/1900	2026.05	0.1	Delivery Truck	-357.65	135.99	28.63	Carlos	Meador	Yukon	Corporate	Furniture	Chairs & Chairmats	Global Deluxe High-Back Office Chair in Storm	Jumbo Drum	0.76	15/03/2010	03/11/1962
1086	8001	~40501%	High	15/01/1900	37.7	0.1	Regular Air	-81.08	2.18	7.09	Charles	Crestani	Yukon	Consumer	Office Supplies	Paper	Ampad® Evidence® Wirebond Steno Books, 6" x 9"	Wrap Bag	0.38	21/11/2010	01/01/1962
1087	8001	~40501%	High	16/02/1900	1059.72	0.01	Regular Air	112.22	20.98	5.42	Charles	Crestani	Yukon	Consumer	Office Supplies	Storage & Organization	Acco Perma® 3000 Stacking Storage Drawers	Small Box	0.66	21/11/2010	13/09/1962
1102	8101	~40241%	Medium	04/02/1900	3491.71	0.04	Delivery Truck	-1216.64	95.95	74.35	Maureen	Gastineau	Yukon	Consumer	Furniture	Chairs & Chairmats	Bevis Steel Folding Chairs	Jumbo Drum	0.57	06/03/2010	22/09/1962
1103	8101	~40241%	Medium	15/01/1900	485.16	0.1	Regular Air	-9.32	34.58	8.99	Maureen	Gastineau	Yukon	Consumer	Office Supplies	Pens & Art Supplies	Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop	Small Pack	0.56	06/03/2010	17/01/1962
1111	8161	~39967%	High	14/02/1900	112.72	0.09	Regular Air	39.19	2.61	0.5	Giulietta	Dortch	Yukon	Consumer	Office Supplies	Labels	Avery 494	Small Box	0.39	05/06/2009	05/07/1962
1141	8320	~40075%	Not Specified	22/01/1900	150.34	0.06	Express Air	-28.45	6.48	5.14	Karl	Brown	Yukon	Home Office	Office Supplies	Paper	Xerox 23	Small Box	0.37	21/09/2009	17/03/1962
1144	8325	~39827%	Critical	21/01/1900	2364.29	0.08	Delivery Truck	-220.05	115.99	56.14	Jennifer	Patt	Yukon	Home Office	Technology	Office Machines	Hewlett-Packard Deskjet 5550 Color Inkjet Printer	Jumbo Drum	0.4	16/01/2009	14/02/1963
1145	8325	~39827%	Critical	27/01/1900	112.57	0.08	Regular Air	13.92	4.28	0.94	Jennifer	Patt	Yukon	Home Office	Office Supplies	Pens & Art Supplies	Newell 336	Wrap Bag	0.56	17/01/2009	23/01/1963
1173	8576	~39822%	High	12/02/1900	541.45	0	Express Air	-164.25	11.66	8.99	Cynthia	Voltz	Yukon	Corporate	Office Supplies	Pens & Art Supplies	Boston 16765 Mini Stand Up Battery Pencil Sharpener	Small Pack	0.59	11/01/2009	24/11/1963
1177	8582	~40502%	Low	15/01/1900	1556.55	0.04	Regular Air	436.02	105.34	24.49	David	Kendrick	Yukon	Home Office	Furniture	Office Furnishings	Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting	Large Box	0.61	20/11/2010	22/06/1976
1204	8832	~40941%	Low	08/02/1900	647.81	0.1	Regular Air	8.65	17.67	8.99	Giulietta	Dortch	Yukon	Small Business	Furniture	Office Furnishings	Executive Impressions 12" Wall Clock	Small Pack	0.47	06/02/2012	15/12/1976
1212	8901	~40775%	Low	15/01/1900	168.9	0.09	Express Air	-16.19	9.99	6.24	Barry	Pond	Yukon	Consumer	Technology	Office Machines	Canon F603 Scientific Calculator	Medium Box	0.36	27/08/2011	24/04/1977
1214	8930	~39952%	Medium	14/01/1900	145.86	0.04	Regular Air	-92.32	9.99	11.59	Tony	Molinari	Yukon	Corporate	Office Supplies	Paper	Hammermill Color Copier Paper (28Lb. and 96 Bright)	Small Box	0.4	21/05/2009	19/10/1977
1237	8999	~39976%	High	28/01/1900	1676.48	0	Regular Air	590.35	55.48	14.3	Julia	Barnett	Yukon	Corporate	Office Supplies	Paper	Xerox 194	Small Box	0.37	14/06/2009	11/03/1977
1249	9091	~40493%	High	11/02/1900	605.77	0.05	Regular Air	129.33	14.34	5	Adam	Hart	Yukon	Corporate	Furniture	Office Furnishings	Nu-Dell Leatherette Frames	Small Pack	0.49	12/11/2010	06/08/1977
1250	9091	~40493%	High	13/02/1900	1480.91	0	Regular Air	489.14	30.98	8.74	Adam	Hart	Yukon	Corporate	Office Supplies	Paper	Xerox 1979	Small Box	0.4	12/11/2010	15/05/1977
1251	9092	~40018%	Not Specified	02/02/1900	3644.24	0	Express Air	-457.73	101.41	35	Jeremy	Pistek	Yukon	Corporate	Office Supplies	Storage & Organization	Tennsco Regal Shelving Units	Large Box	0.82	25/07/2009	21/04/1977
1252	9092	~40018%	Not Specified	08/01/1900	599.2075	0.1	Regular Air	-268.66	95.99	4.9	Jeremy	Pistek	Yukon	Corporate	Technology	Telephones and Communication	T60	Small Box	0.56	25/07/2009	07/08/1976
1253	9093	~40886%	Medium	05/02/1900	268.55	0.1	Regular Air	-99.02	8.12	2.83	Cyra	Reiten	Yukon	Consumer	Technology	Computer Peripherals	Imation Neon Mac Format Diskettes, 10/Pack	Small Pack	0.77	09/12/2011	20/11/1975
1274	9251	~40419%	Medium	07/02/1900	3632.6	0	Delivery Truck	-400.33	89.99	42	Giulietta	Dortch	Yukon	Corporate	Furniture	Chairs & Chairmats	Global Leather Task Chair, Black	Jumbo Drum	0.66	31/08/2010	17/03/1975
1282	9344	~40883%	Low	18/01/1900	1733.1	0.09	Regular Air	-505.69	95.99	35	Christy	Brittain	Yukon	Consumer	Office Supplies	Storage & Organization	Safco Industrial Wire Shelving	Large Box		08/12/2011	24/10/1976
1283	9344	~40883%	Low	31/01/1900	3448.6455	0.02	Regular Air	900.41	125.99	8.99	Christy	Brittain	Yukon	Consumer	Technology	Telephones and Communication	SC7868i	Small Box	0.55	06/12/2011	24/05/1957
1342	9824	~40565%	Critical	08/02/1900	1939.66	0.03		540.67	48.92	4.5	Thomas	Thornton	Yukon	Consumer	Office Supplies	Appliances	Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote	Small Box	0.59	24/01/2011	05/11/1972
1343	9824	~40565%	Critical	05/01/1900	21.56	0	Regular Air	2.75	4.13	0.5	Thomas	Thornton	Yukon	Consumer	Office Supplies	Labels	Avery 506	Small Box	0.39	24/01/2011	18/02/1970
1344	9824	~40565%	Critical	12/02/1900	115.81	0.1	Regular Air	-1.49	2.88	1.01	Thomas	Thornton	Yukon	Consumer	Office Supplies	Pens & Art Supplies	Sanford Colorific Colored Pencils, 12/Box	Wrap Bag	0.55	24/01/2011	11/01/1966
1383	10052	~40063%	Not Specified	16/01/1900	95.9	0.07	Regular Air	19.57	6.08	0.91	Dan	Campbell	Yukon	Corporate	Office Supplies	Pens & Art Supplies	Zebra Zazzle Fluorescent Highlighters	Wrap Bag	0.51	08/09/2009	16/12/1966
1384	10052	~40063%	Not Specified	28/01/1900	517.91	0.08	Regular Air	107.11	19.9	5.29	Dan	Campbell	Yukon	Corporate	Office Supplies	Appliances	Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter	Medium Box	0.4	09/09/2009	11/09/1965
1385	10052	~40063%	Not Specified	15/02/1900	162.28	0.02	Regular Air	-216.15	3.36	6.27	Dan	Campbell	Yukon	Corporate	Office Supplies	Binders and Binder Accessories	Cardinal Poly Pocket Divider Pockets for Ring Binders	Small Box	0.4	09/09/2009	08/08/1965
1390	10080	~40221%	Low	20/01/1900	637.04	0	Regular Air	-26.83	30.73	4	Grant	Thornton	Yukon	Corporate	Technology	Computer Peripherals	Fellowes 17-key keypad for PS/2 interface	Small Box	0.75	19/02/2010	17/06/1965
1393	10117	~40498%	Medium	06/01/1900	64.37	0.07	Express Air	-6.96	8.85	5.6	Brian	Stugart	Yukon	Consumer	Office Supplies	Binders and Binder Accessories	GBC Standard Plastic Binding Systems Combs	Small Box	0.36	17/11/2010	13/05/1965
1394	10117	~40498%	Medium	10/01/1900	4588.55	0.01	Regular Air	-266.62	449.99	24.49	Brian	Stugart	Yukon	Consumer	Technology	Copiers and Fax	Canon PC940 Copier	Large Box	0.52	18/11/2010	25/07/1940
1398	10146	~39934%	Low	19/01/1900	596.21	0.1	Regular Air	211.59	34.23	5.02	Evan	Henry	Yukon	Corporate	Furniture	Office Furnishings	Hand-Finished Solid Wood Document Frame	Small Box	0.55	06/05/2009	09/04/1965
1410	10245	~40587%	Medium	27/01/1900	2645.88	0.06	Delivery Truck	-1231.98	100.98	57.38	Astrea	Jones	Yukon	Corporate	Furniture	Bookcases	Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled	Jumbo Box	0.78	14/02/2011	09/05/1962
1417	10277	~39910%	Medium	05/02/1900	2144.924	0	Regular Air	542.25	65.99	5.26	Grant	Thornton	Yukon	Corporate	Technology	Telephones and Communication	g520	Small Box	0.59	08/04/2009	11/07/1960
1419	10305	~40001%	Low	12/01/1900	65.89	0.03	Regular Air	20.6	5.08	2.03	Julia	Barnett	Yukon	Home Office	Furniture	Office Furnishings	Master Caster Door Stop, Brown	Wrap Bag	0.51	12/07/2009	25/10/1960
1427	10339	~40827%	Low	18/02/1900	9752.25	0.09	Regular Air	3066.17	209.84	21.21	Bradley	Drucker	Yukon	Small Business	Furniture	Office Furnishings	Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base	Large Box	0.59	15/10/2011	25/02/1960
1451	10466	~41268%	High	27/01/1900	114.86	0.07	Regular Air	16.21	4.28	0.94	Evan	Henry	Yukon	Corporate	Office Supplies	Pens & Art Supplies	Newell 336	Wrap Bag	0.56	26/12/2012	15/06/1960
1464	10562	~40128%	Not Specified	10/01/1900	994.04	0.03	Regular Air	-335.06	95.99	35	Yana	Sorensen	Yukon	Corporate	Office Supplies	Storage & Organization	Safco Industrial Wire Shelving	Large Box		12/11/2009	25/11/1958
1465	10563	~40450%	Critical	07/02/1900	10223.19	0.08	Regular Air	2723.31	289.53	19.99	Julia	Barnett	Yukon	Corporate	Office Supplies	Appliances	Hoover Upright Vacuum With Dirt Cup	Small Box	0.56	30/09/2010	22/04/1941
1466	10563	~40450%	Critical	19/02/1900	312.42	0.08	Regular Air	-90.42	6.48	5.4	Julia	Barnett	Yukon	Corporate	Office Supplies	Paper	Xerox 207	Small Box	0.37	01/10/2010	11/09/1942
1477	10658	~40052%	Low	31/01/1900	262.54	0.04	Regular Air	29.24	8.5	1.99	Joni	Wasserman	Yukon	Consumer	Technology	Computer Peripherals	Hewlett-Packard 4.7GB DVD+R Discs	Small Pack	0.49	31/08/2009	20/05/1943
1478	10658	~40052%	Low	12/01/1900	190.73	0.1	Regular Air	-69.64	15.99	9.4	Joni	Wasserman	Yukon	Consumer	Technology	Office Machines	AT&T Black Trimline Phone, Model 210	Small Box	0.49	27/08/2009	03/01/1945
1479	10658	~40052%	Low	17/01/1900	1332.97	0.09	Regular Air	4.75	95.99	8.99	Joni	Wasserman	Yukon	Consumer	Technology	Telephones and Communication	600 Series Flip	Small Box	0.57	03/09/2009	07/11/1946
1483	10662	~40675%	Low	14/02/1900	283.13	0.08	Regular Air	-141.26	6.48	6.81	Aaron	Hawkins	Yukon	Home Office	Office Supplies	Paper	Xerox 1930	Small Box	0.36	21/05/2011	09/10/1946
1514	10948	~41134%	Medium	19/02/1900	193.11	0.08	Regular Air	-263.76	3.89	7.01	Dan	Campbell	Yukon	Corporate	Office Supplies	Binders and Binder Accessories	Avery Binder Labels	Small Box	0.37	13/08/2012	21/04/1984
1530	11014	~40428%	High	13/01/1900	158.79	0.05	Regular Air	1.16	11.7	5.63	Victoria	Pisteka	Yukon	Corporate	Office Supplies	Binders and Binder Accessories	Fellowes Binding Cases	Small Box	0.4	09/09/2010	03/11/1984
1539	11077	~39892%	Low	30/01/1900	4620.05	0.06	Delivery Truck	-229.68	160.98	35.02	Charles	Crestani	Yukon	Consumer	Furniture	Bookcases	Rush Hierlooms Collection Rich Wood Bookcases	Jumbo Box	0.72	24/03/2009	20/09/1984
